Year,Industry_Section,Industry,Accident_Kind,Total_NonFatal,Specified_Injuries,Over7Day_Injuries,Pct_Total,Pct_Specified,Pct_Over7Day,Severity,Year_Clean,Industry_Short
2014/15,O,Public administration and defence; compulsory social security,"Exposure to, or contact with, a harmful substance",19,1,18,[k],[k],[k],Non-Fatal,2014/15,Public administration and defence; compulsory soci
2014/15,O,Public administration and defence; compulsory social security,Exposure to fire,15,2,13,[k],[k],[k],Non-Fatal,2014/15,Public administration and defence; compulsory soci
2014/15,O,Public administration and defence; compulsory social security,Exposure to an explosion,2,0,2,[k],0,[k],Non-Fatal,2014/15,Public administration and defence; compulsory soci
2014/15,O,Public administration and defence; compulsory social security,Contact with electricity or electrical discharge,4,0,4,[k],0,[k],Non-Fatal,2014/15,Public administration and defence; compulsory soci
2014/15,O,Public administration and defence; compulsory social security,Injured by an animal,42,1,41,0.01,[k],0.01,Non-Fatal,2014/15,Public administration and defence; compulsory soci
2014/15,O,Public administration and defence; compulsory social security,Acts of violence,821,197,624,0.2,0.2,0.2,Non-Fatal,2014/15,Public administration and defence; compulsory soci
2014/15,O,Public administration and defence; compulsory social security,Other kind of accident,752,108,644,0.18,0.11,0.2,Non-Fatal,2014/15,Public administration and defence; compulsory soci
2014/15,P,Education,Contact with moving machinery,40,7,33,[k],[k],0.01,Non-Fatal,2014/15,Education
2014/15,P,Education,"Struck by moving, including flying/falling, object",367,105,262,0.09,0.07,0.1,Non-Fatal,2014/15,Education
2014/15,P,Education,Struck by moving vehicle,16,8,8,[k],[k],[k],Non-Fatal,2014/15,Education
2014/15,P,Education,Strike against something fixed or stationary,143,45,98,0.03,0.03,0.04,Non-Fatal,2014/15,Education
2014/15,P,Education,"Injured while handling, lifting or carrying",532,52,480,0.13,0.03,0.18,Non-Fatal,2014/15,Education
2014/15,P,Education,"Slips, trips or falls on same level",1773,907,866,0.42,0.6,0.32,Non-Fatal,2014/15,Education
2014/15,P,Education,Falls from a height,311,172,139,0.07,0.11,0.05,Non-Fatal,2014/15,Education
2014/15,P,Education,Trapped by something collapsing/overturning,8,1,7,[k],[k],[k],Non-Fatal,2014/15,Education
2014/15,P,Education,Drowning or asphyxiation,1,0,1,[k],0,[k],Non-Fatal,2014/15,Education
2014/15,P,Education,"Exposure to, or contact with, a harmful substance",28,2,26,[k],[k],[k],Non-Fatal,2014/15,Education
2014/15,P,Education,Exposure to fire,6,0,6,[k],0,[k],Non-Fatal,2014/15,Education
2014/15,P,Education,Exposure to an explosion,2,1,1,[k],[k],[k],Non-Fatal,2014/15,Education
2014/15,P,Education,Contact with electricity or electrical discharge,12,1,11,[k],[k],[k],Non-Fatal,2014/15,Education
2014/15,P,Education,Injured by an animal,19,6,13,[k],[k],[k],Non-Fatal,2014/15,Education
2014/15,P,Education,Acts of violence,433,82,351,0.1,0.05,0.13,Non-Fatal,2014/15,Education
2014/15,P,Education,Other kind of accident,540,119,421,0.13,0.08,0.15,Non-Fatal,2014/15,Education
2014/15,Q,Human health and social work activities,Contact with moving machinery,48,7,41,[k],[k],[k],Non-Fatal,2014/15,Human health and social work activities
2014/15,Q,Human health and social work activities,"Struck by moving, including flying/falling, object",622,96,526,0.05,0.04,0.05,Non-Fatal,2014/15,Human health and social work activities
2014/15,Q,Human health and social work activities,Struck by moving vehicle,98,23,75,[k],[k],[k],Non-Fatal,2014/15,Human health and social work activities
2014/15,Q,Human health and social work activities,Strike against something fixed or stationary,341,65,276,0.03,0.03,0.03,Non-Fatal,2014/15,Human health and social work activities
2014/15,Q,Human health and social work activities,"Injured while handling, lifting or carrying",3482,106,3376,0.26,0.04,0.31,Non-Fatal,2014/15,Human health and social work activities
2014/15,Q,Human health and social work activities,"Slips, trips or falls on same level",3526,1283,2243,0.27,0.54,0.21,Non-Fatal,2014/15,Human health and social work activities
2014/15,Q,Human health and social work activities,Falls from a height,392,159,233,0.03,0.07,0.02,Non-Fatal,2014/15,Human health and social work activities
2014/15,Q,Human health and social work activities,Trapped by something collapsing/overturning,24,8,16,[k],[k],[k],Non-Fatal,2014/15,Human health and social work activities
2014/15,Q,Human health and social work activities,Drowning or asphyxiation,2,1,1,[k],[k],[k],Non-Fatal,2014/15,Human health and social work activities
2014/15,Q,Human health and social work activities,"Exposure to, or contact with, a harmful substance",114,9,105,[k],[k],[k],Non-Fatal,2014/15,Human health and social work activities
2014/15,Q,Human health and social work activities,Exposure to fire,9,0,9,[k],0,[k],Non-Fatal,2014/15,Human health and social work activities
2014/15,Q,Human health and social work activities,Exposure to an explosion,2,1,1,[k],[k],[k],Non-Fatal,2014/15,Human health and social work activities
2014/15,Q,Human health and social work activities,Contact with electricity or electrical discharge,26,0,26,[k],0,[k],Non-Fatal,2014/15,Human health and social work activities
2014/15,Q,Human health and social work activities,Injured by an animal,31,2,29,[k],[k],[k],Non-Fatal,2014/15,Human health and social work activities
2014/15,Q,Human health and social work activities,Acts of violence,2867,409,2458,0.22,0.17,0.23,Non-Fatal,2014/15,Human health and social work activities
2014/15,Q,Human health and social work activities,Other kind of accident,1706,207,1499,0.13,0.09,0.14,Non-Fatal,2014/15,Human health and social work activities
2014/15,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Contact with moving machinery,74,15,59,0.02,0.01,0.02,Non-Fatal,2014/15,"Arts, entertainment and recreation; other service "
2014/15,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies","Struck by moving, including flying/falling, object",272,71,201,0.07,0.06,0.08,Non-Fatal,2014/15,"Arts, entertainment and recreation; other service "
2014/15,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Struck by moving vehicle,64,24,40,0.02,0.02,0.02,Non-Fatal,2014/15,"Arts, entertainment and recreation; other service "
2014/15,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Strike against something fixed or stationary,122,32,90,0.03,0.03,0.03,Non-Fatal,2014/15,"Arts, entertainment and recreation; other service "
2014/15,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies","Injured while handling, lifting or carrying",610,48,562,0.16,0.04,0.22,Non-Fatal,2014/15,"Arts, entertainment and recreation; other service "
2014/15,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies","Slips, trips or falls on same level",1028,446,582,0.28,0.4,0.23,Non-Fatal,2014/15,"Arts, entertainment and recreation; other service "
2014/15,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Falls from a height,369,212,157,0.1,0.19,0.06,Non-Fatal,2014/15,"Arts, entertainment and recreation; other service "
2014/15,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Trapped by something collapsing/overturning,15,5,10,[k],[k],[k],Non-Fatal,2014/15,"Arts, entertainment and recreation; other service "
2014/15,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Drowning or asphyxiation,2,0,2,[k],0,[k],Non-Fatal,2014/15,"Arts, entertainment and recreation; other service "
2014/15,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies","Exposure to, or contact with, a harmful substance",37,3,34,0.01,[k],0.01,Non-Fatal,2014/15,"Arts, entertainment and recreation; other service "
2014/15,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Exposure to fire,10,2,8,[k],[k],[k],Non-Fatal,2014/15,"Arts, entertainment and recreation; other service "
2014/15,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Exposure to an explosion,5,4,1,[k],[k],[k],Non-Fatal,2014/15,"Arts, entertainment and recreation; other service "
2014/15,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Contact with electricity or electrical discharge,18,2,16,[k],[k],[k],Non-Fatal,2014/15,"Arts, entertainment and recreation; other service "
2014/15,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Injured by an animal,209,99,110,0.06,0.09,0.04,Non-Fatal,2014/15,"Arts, entertainment and recreation; other service "
2014/15,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Acts of violence,200,34,166,0.05,0.03,0.06,Non-Fatal,2014/15,"Arts, entertainment and recreation; other service "
2014/15,R-U,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Other kind of accident,663,127,536,0.18,0.11,0.21,Non-Fatal,2014/15,"Arts, entertainment and recreation; other service "
2015/16,A,"Agriculture, forestry and fishing [Note 8]",Contact with moving machinery,82,25,57,0.09,0.07,0.1,Non-Fatal,2015/16,"Agriculture, forestry and fishing [Note 8]"
2015/16,A,"Agriculture, forestry and fishing [Note 8]","Struck by moving, including flying/falling, object",99,39,60,0.11,0.11,0.11,Non-Fatal,2015/16,"Agriculture, forestry and fishing [Note 8]"
2015/16,A,"Agriculture, forestry and fishing [Note 8]",Struck by moving vehicle,28,10,18,0.03,0.03,0.03,Non-Fatal,2015/16,"Agriculture, forestry and fishing [Note 8]"
2015/16,A,"Agriculture, forestry and fishing [Note 8]",Strike against something fixed or stationary,30,12,18,0.03,0.04,0.03,Non-Fatal,2015/16,"Agriculture, forestry and fishing [Note 8]"
2015/16,A,"Agriculture, forestry and fishing [Note 8]","Injured while handling, lifting or carrying",131,22,109,0.15,0.06,0.2,Non-Fatal,2015/16,"Agriculture, forestry and fishing [Note 8]"
2015/16,A,"Agriculture, forestry and fishing [Note 8]","Slips, trips or falls on same level",202,94,108,0.23,0.27,0.2,Non-Fatal,2015/16,"Agriculture, forestry and fishing [Note 8]"
2015/16,A,"Agriculture, forestry and fishing [Note 8]",Falls from a height,102,63,39,0.11,0.18,0.07,Non-Fatal,2015/16,"Agriculture, forestry and fishing [Note 8]"
2015/16,A,"Agriculture, forestry and fishing [Note 8]",Trapped by something collapsing/overturning,7,5,2,[k],0.01,[k],Non-Fatal,2015/16,"Agriculture, forestry and fishing [Note 8]"
2015/16,A,"Agriculture, forestry and fishing [Note 8]",Drowning or asphyxiation,0,0,0,0,0,0,Non-Fatal,2015/16,"Agriculture, forestry and fishing [Note 8]"
2015/16,A,"Agriculture, forestry and fishing [Note 8]","Exposure to, or contact with, a harmful substance",9,1,8,0.01,[k],0.01,Non-Fatal,2015/16,"Agriculture, forestry and fishing [Note 8]"
2015/16,A,"Agriculture, forestry and fishing [Note 8]",Exposure to fire,0,0,0,0,0,0,Non-Fatal,2015/16,"Agriculture, forestry and fishing [Note 8]"
2015/16,A,"Agriculture, forestry and fishing [Note 8]",Exposure to an explosion,3,2,1,[k],[k],[k],Non-Fatal,2015/16,"Agriculture, forestry and fishing [Note 8]"
2015/16,A,"Agriculture, forestry and fishing [Note 8]",Contact with electricity or electrical discharge,3,1,2,[k],[k],[k],Non-Fatal,2015/16,"Agriculture, forestry and fishing [Note 8]"
2015/16,A,"Agriculture, forestry and fishing [Note 8]",Injured by an animal,101,47,54,0.11,0.14,0.1,Non-Fatal,2015/16,"Agriculture, forestry and fishing [Note 8]"
2015/16,A,"Agriculture, forestry and fishing [Note 8]",Acts of violence,0,0,0,0,0,0,Non-Fatal,2015/16,"Agriculture, forestry and fishing [Note 8]"
2015/16,A,"Agriculture, forestry and fishing [Note 8]",Other kind of accident,95,21,74,0.11,0.06,0.13,Non-Fatal,2015/16,"Agriculture, forestry and fishing [Note 8]"
2015/16,B,Mining and quarrying [Note 3],Contact with moving machinery,9,2,7,0.06,0.04,0.07,Non-Fatal,2015/16,Mining and quarrying [Note 3]
